date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2013-06-16 13:00:00,201.0,228.0,39.0,118.0,2899.0,2.0,21.3,996.8,19.8,0.1,NE,1.2,Aotizhongxin
2013-06-16 14:00:00,200.0,228.0,23.0,108.0,2500.0,7.0,21.5,996.7,19.4,0.0,NNE,1.8,Aotizhongxin
2013-06-16 15:00:00,189.0,148.0,30.0,99.0,2299.0,24.0,21.7,996.6,19.8,0.0,NE,1.6,Aotizhongxin
2013-06-16 16:00:00,172.0,185.0,24.0,84.0,2200.0,18.0,21.7,996.7,20.0,0.0,N,1.4,Aotizhongxin
2013-06-16 17:00:00,203.0,185.0,25.0,83.0,2299.0,16.0,21.8,997.0,19.9,0.0,NNE,1.6,Aotizhongxin
2013-06-16 18:00:00,200.0,131.0,35.0,73.0,2500.0,35.0,21.9,997.3,20.0,0.0,NE,1.6,Aotizhongxin
2013-06-16 19:00:00,218.0,182.0,42.0,84.0,2799.0,26.0,22.0,997.5,20.3,0.0,NE,1.6,Aotizhongxin
2013-06-16 20:00:00,198.0,203.0,33.0,100.0,2500.0,2.0,22.1,998.5,20.2,0.0,NE,1.7,Aotizhongxin
2013-06-16 21:00:00,193.0,204.0,24.0,105.0,2500.0,2.0,21.6,998.4,20.8,0.6,NE,1.2,Aotizhongxin
2013-06-16 22:00:00,198.0,129.0,21.0,75.0,1700.0,20.0,21.6,998.2,20.9,0.0,ENE,0.7,Aotizhongxin
2013-06-16 23:00:00,193.0,114.0,16.0,62.0,1399.0,28.0,21.6,998.1,20.8,0.0,NE,1.2,Aotizhongxin
2013-06-17 00:00:00,191.0,111.0,16.0,43.0,1399.0,35.0,21.5,997.9,20.0,0.0,NE,1.2,Aotizhongxin
2013-06-17 01:00:00,146.0,53.0,13.0,43.0,1200.0,40.0,21.3,997.6,19.4,0.0,NNE,0.6,Aotizhongxin
2013-06-17 02:00:00,92.0,92.0,10.0,43.0,900.0,44.0,21.2,997.5,19.3,0.0,ENE,0.7,Aotizhongxin
2013-06-17 03:00:00,62.0,62.0,9.0,41.0,700.0,44.0,21.2,997.2,19.7,0.0,NE,1.6,Aotizhongxin
2013-06-17 04:00:00,40.0,40.0,7.0,45.0,500.0,36.0,21.0,997.6,19.5,0.0,NE,1.1,Aotizhongxin
2013-06-17 05:00:00,46.0,10.0,8.0,52.0,600.0,23.0,21.2,997.4,19.3,0.0,ENE,1.2,Aotizhongxin
2013-06-17 06:00:00,33.0,33.0,9.0,59.0,400.0,22.0,21.9,997.5,18.1,0.0,NNE,1.1,Aotizhongxin
2013-06-17 07:00:00,14.0,14.0,6.0,49.0,300.0,32.0,23.7,997.3,18.1,0.0,ENE,1.2,Aotizhongxin
2013-06-17 08:00:00,13.0,129.0,7.0,59.0,400.0,30.0,25.2,997.5,18.9,0.0,ENE,1.6,Aotizhongxin
2013-06-17 09:00:00,18.0,46.0,6.0,53.0,400.0,47.0,26.8,997.5,17.8,0.0,NE,1.7,Aotizhongxin
2013-06-17 10:00:00,13.0,46.0,7.0,47.0,400.0,67.0,27.9,997.1,16.5,0.0,ENE,1.4,Aotizhongxin
2013-06-17 11:00:00,12.0,12.0,6.0,39.0,300.0,84.0,28.1,997.2,15.7,0.0,NE,1.4,Aotizhongxin
2013-06-17 12:00:00,10.0,10.0,5.0,40.0,200.0,97.0,29.1,996.1,16.0,0.0,W,1.2,Aotizhongxin
2013-06-17 13:00:00,20.0,42.0,6.0,47.0,400.0,110.0,30.1,996.0,16.1,0.0,WNW,1.5,Aotizhongxin
2013-06-17 14:00:00,21.0,42.0,7.0,46.0,400.0,125.0,31.0,995.1,15.8,0.0,SSW,1.2,Aotizhongxin
2013-06-17 15:00:00,16.0,16.0,8.0,47.0,300.0,149.0,31.0,994.3,15.8,0.0,SW,1.8,Aotizhongxin
2013-06-17 16:00:00,22.0,89.0,10.0,55.0,500.0,183.0,30.6,994.0,15.1,0.0,WSW,1.0,Aotizhongxin
2013-06-17 17:00:00,38.0,90.0,11.0,65.0,500.0,197.0,29.3,994.0,15.4,0.0,SW,1.6,Aotizhongxin
2013-06-17 18:00:00,18.0,26.0,9.0,68.0,500.0,157.0,28.4,994.3,16.0,0.0,SW,2.6,Aotizhongxin
2013-06-17 19:00:00,35.0,83.0,9.0,68.0,500.0,152.0,27.4,994.7,17.8,0.0,SW,1.8,Aotizhongxin
2013-06-17 20:00:00,35.0,83.0,9.0,68.0,500.0,152.0,26.7,994.6,18.6,0.0,SSW,1.7,Aotizhongxin
2013-06-17 21:00:00,50.0,78.0,9.0,81.0,700.0,108.0,26.0,994.4,18.2,0.0,SW,1.8,Aotizhongxin
2013-06-17 22:00:00,50.0,103.0,8.0,94.0,800.0,68.0,25.4,994.3,18.8,0.0,SSW,1.1,Aotizhongxin
2013-06-17 23:00:00,51.0,66.0,9.0,92.0,700.0,65.0,24.8,994.1,17.8,0.0,W,0.0,Aotizhongxin
2013-06-18 00:00:00,53.0,88.0,12.0,111.0,700.0,43.0,23.2,994.0,18.7,0.0,W,0.4,Aotizhongxin
2013-06-18 01:00:00,55.0,89.0,17.0,110.0,700.0,33.0,22.4,993.6,18.8,0.0,NE,0.0,Aotizhongxin
2013-06-18 02:00:00,60.0,93.0,17.0,120.0,700.0,3.0,21.8,993.2,19.0,0.0,ENE,0.6,Aotizhongxin
2013-06-18 03:00:00,46.0,83.0,12.0,94.0,,,21.9,992.9,16.8,0.0,NE,1.1,Aotizhongxin
2013-06-18 04:00:00,52.0,96.0,14.0,94.0,700.0,2.0,21.9,992.9,17.5,0.0,NE,0.5,Aotizhongxin
2013-06-18 05:00:00,49.0,96.0,14.0,118.0,700.0,2.0,22.1,992.8,19.3,0.0,WSW,0.6,Aotizhongxin
2013-06-18 06:00:00,60.0,198.0,12.0,108.0,700.0,2.0,23.5,993.1,18.2,0.0,ENE,1.1,Aotizhongxin
2013-06-18 07:00:00,62.0,198.0,13.0,88.0,700.0,13.0,25.6,993.0,17.5,0.0,ENE,0.6,Aotizhongxin
2013-06-18 08:00:00,72.0,76.0,17.0,95.0,800.0,34.0,27.8,993.0,16.1,0.0,NW,0.9,Aotizhongxin
2013-06-18 09:00:00,80.0,130.0,18.0,118.0,1000.0,47.0,29.5,992.6,14.9,0.0,SW,3.0,Aotizhongxin
2013-06-18 10:00:00,59.0,130.0,14.0,108.0,800.0,73.0,30.2,992.2,16.2,0.0,SSW,1.7,Aotizhongxin
2013-06-18 11:00:00,23.0,37.0,11.0,64.0,400.0,110.0,31.0,991.5,17.0,0.0,SSW,2.2,Aotizhongxin
2013-06-18 12:00:00,25.0,54.0,12.0,57.0,400.0,122.0,31.5,990.4,16.3,0.0,SSW,3.1,Aotizhongxin
2013-06-18 13:00:00,25.0,54.0,12.0,57.0,400.0,122.0,31.6,989.7,15.5,0.0,SSW,3.2,Aotizhongxin
2013-06-18 14:00:00,32.0,63.0,15.0,55.0,400.0,159.0,32.0,989.2,17.9,0.0,SSW,2.7,Aotizhongxin
2013-06-18 15:00:00,37.0,69.0,17.0,57.0,500.0,163.0,32.0,989.0,16.3,0.0,SW,4.0,Aotizhongxin
2013-06-18 16:00:00,39.0,91.0,18.0,60.0,500.0,167.0,31.1,989.5,16.3,0.0,SW,2.3,Aotizhongxin
2013-06-18 17:00:00,33.0,76.0,19.0,65.0,500.0,178.0,30.0,990.2,16.4,0.0,SW,1.8,Aotizhongxin
2013-06-18 18:00:00,40.0,74.0,17.0,73.0,500.0,174.0,29.6,991.2,16.8,0.0,SSW,0.9,Aotizhongxin
2013-06-18 19:00:00,32.0,48.0,12.0,77.0,500.0,148.0,26.3,992.1,19.2,0.0,SSW,0.5,Aotizhongxin
2013-06-18 20:00:00,53.0,90.0,12.0,93.0,600.0,121.0,27.0,993.1,17.2,0.0,NE,1.0,Aotizhongxin
2013-06-18 21:00:00,49.0,89.0,13.0,126.0,900.0,74.0,27.0,994.2,19.1,0.0,NE,1.7,Aotizhongxin
2013-06-18 22:00:00,58.0,233.0,14.0,137.0,900.0,56.0,26.2,994.7,19.1,0.0,ENE,1.1,Aotizhongxin
2013-06-18 23:00:00,61.0,128.0,14.0,96.0,700.0,71.0,25.7,995.6,19.1,0.0,S,1.2,Aotizhongxin
2013-06-19 00:00:00,74.0,252.0,48.0,74.0,1700.0,43.0,24.4,996.5,19.2,0.0,SSE,1.3,Aotizhongxin
2013-06-19 01:00:00,91.0,144.0,36.0,49.0,1300.0,82.0,23.6,996.8,19.1,0.0,WNW,0.8,Aotizhongxin
2013-06-19 02:00:00,72.0,144.0,37.0,50.0,1399.0,80.0,21.8,996.8,19.0,0.0,S,0.5,Aotizhongxin
2013-06-19 03:00:00,64.0,29.0,17.0,45.0,,,21.2,996.6,18.9,0.0,N,0.7,Aotizhongxin
2013-06-19 04:00:00,75.0,158.0,16.0,45.0,1100.0,23.0,21.9,997.1,19.5,0.0,NNE,0.4,Aotizhongxin
2013-06-19 05:00:00,91.0,124.0,17.0,84.0,1200.0,12.0,21.9,997.6,19.8,0.0,E,0.0,Aotizhongxin
2013-06-19 06:00:00,92.0,138.0,19.0,79.0,1300.0,16.0,23.6,997.7,19.1,0.0,NE,0.9,Aotizhongxin
2013-06-19 07:00:00,98.0,149.0,24.0,80.0,1399.0,24.0,26.0,997.8,19.4,0.0,NE,1.6,Aotizhongxin
2013-06-19 08:00:00,111.0,163.0,27.0,78.0,1399.0,54.0,29.4,998.0,19.1,0.0,ENE,1.5,Aotizhongxin
2013-06-19 09:00:00,88.0,163.0,24.0,60.0,1000.0,98.0,31.3,998.2,17.2,0.0,NNE,1.3,Aotizhongxin
2013-06-19 10:00:00,54.0,108.0,16.0,63.0,800.0,101.0,32.5,997.7,15.1,0.0,NW,0.9,Aotizhongxin
2013-06-19 11:00:00,28.0,109.0,12.0,45.0,500.0,120.0,33.7,997.8,14.7,0.0,ENE,1.5,Aotizhongxin
2013-06-19 12:00:00,20.0,20.0,19.0,45.0,300.0,160.0,34.0,997.2,12.9,0.0,SSW,1.0,Aotizhongxin
2013-06-19 13:00:00,27.0,27.0,18.0,44.0,300.0,175.0,34.8,996.6,11.9,0.0,NNE,1.4,Aotizhongxin
2013-06-19 14:00:00,3.0,6.0,16.0,44.0,200.0,156.0,35.4,996.3,13.0,0.0,SE,1.6,Aotizhongxin
2013-06-19 15:00:00,18.0,47.0,20.0,45.0,300.0,156.0,33.7,995.8,13.2,0.0,WSW,2.2,Aotizhongxin
2013-06-19 16:00:00,3.0,9.0,16.0,48.0,400.0,185.0,34.4,995.7,15.3,0.0,SW,1.1,Aotizhongxin
2013-06-19 17:00:00,16.0,9.0,16.0,48.0,,,32.5,996.4,15.1,0.0,WSW,2.9,Aotizhongxin
2013-06-19 18:00:00,3.0,3.0,,,,,31.7,996.6,15.2,0.0,SW,2.0,Aotizhongxin
2013-06-19 19:00:00,37.0,37.0,,5.0,200.0,,29.6,996.7,18.4,0.0,SW,1.3,Aotizhongxin
2013-06-19 20:00:00,37.0,37.0,,5.0,,233.6922,26.9,997.6,20.3,0.0,SW,0.9,Aotizhongxin
2013-06-19 21:00:00,43.0,43.0,,98.1334,,171.5742,28.2,997.6,17.7,0.0,SW,1.0,Aotizhongxin
2013-06-19 22:00:00,53.0,53.0,,100.1864,,125.307,25.9,998.0,19.1,0.0,WSW,0.0,Aotizhongxin
2013-06-19 23:00:00,60.0,60.0,,159.7234,,45.8388,25.3,998.0,19.9,0.0,N,0.0,Aotizhongxin
2013-06-20 00:00:00,62.0,62.0,3.1416,159.9287,,12.6378,24.9,998.2,20.4,0.0,SSE,0.5,Aotizhongxin
2013-06-20 01:00:00,64.0,64.0,7.9968,161.7764,,5.355,26.3,998.3,18.4,0.0,NE,1.5,Aotizhongxin
2013-06-20 02:00:00,74.0,74.0,16.5648,173.4785,,,24.9,999.0,18.8,0.0,NE,1.0,Aotizhongxin
2013-06-20 03:00:00,61.0,61.0,15.9936,123.7959,,,24.6,999.4,19.2,0.0,NNE,0.9,Aotizhongxin
2013-06-20 04:00:00,74.0,74.0,21.9912,111.6832,,,24.1,1000.2,19.4,0.0,NNE,1.1,Aotizhongxin
2013-06-20 05:00:00,106.0,106.0,30.2736,117.021,,,24.0,1000.3,20.1,0.0,N,0.7,Aotizhongxin
2013-06-20 06:00:00,92.0,92.0,25.704,99.5705,,,24.5,1001.3,20.0,0.0,NE,1.5,Aotizhongxin
2013-06-20 07:00:00,61.0,61.0,17.9928,81.5041,,2.5704,25.4,1001.6,18.8,0.0,ENE,1.0,Aotizhongxin
2013-06-20 08:00:00,37.0,37.0,7.7112,73.7027,,11.781,26.2,1002.3,18.8,0.0,ENE,1.6,Aotizhongxin
2013-06-20 09:00:00,42.0,126.0,13.1376,90.9479,,20.5632,27.1,1002.5,18.9,0.0,E,1.2,Aotizhongxin
2013-06-20 10:00:00,37.0,94.0,11.0,85.0,500.0,32.0,29.2,1002.7,19.5,0.0,N,0.5,Aotizhongxin
2013-06-20 11:00:00,27.0,30.0,10.0,61.0,400.0,64.0,28.3,1002.4,19.0,0.0,NNE,1.0,Aotizhongxin
2013-06-20 12:00:00,26.0,72.0,11.0,53.0,300.0,99.0,28.0,1002.1,21.8,0.0,W,0.6,Aotizhongxin
2013-06-20 13:00:00,23.0,61.0,9.0,44.0,200.0,124.0,28.1,1002.1,22.1,0.0,WSW,1.1,Aotizhongxin
2013-06-20 14:00:00,24.0,35.0,10.0,54.0,300.0,122.0,29.2,1002.0,19.2,0.0,W,0.9,Aotizhongxin
2013-06-20 15:00:00,33.0,58.0,11.0,54.0,,134.3034,27.5,1002.6,21.8,0.0,WNW,0.5,Aotizhongxin
2013-06-20 16:00:00,54.0,124.0,34.8432,67.5437,,132.1614,26.6,1002.4,20.7,0.0,WSW,0.7,Aotizhongxin
2013-06-20 17:00:00,53.0,117.0,23.7048,98.544,,144.3708,25.8,1002.7,19.2,0.0,SSW,0.2,Aotizhongxin
2013-06-20 18:00:00,44.0,106.0,17.9928,98.7493,,116.3106,25.1,1002.6,17.8,0.0,SSE,0.0,Aotizhongxin
2013-06-20 19:00:00,42.0,87.0,19.992,89.7161,,107.5284,24.6,1003.1,18.5,0.0,ENE,0.5,Aotizhongxin
2013-06-20 20:00:00,42.0,102.0,,110.6567,,60.1902,23.8,1003.7,19.3,0.0,SW,1.1,Aotizhongxin
2013-06-20 21:00:00,90.0,242.0,34.272,120.5111,,33.201,23.7,1003.9,20.4,0.0,SW,1.4,Aotizhongxin
2013-06-20 22:00:00,90.0,242.0,65.1168,,,28.7028,24.2,1004.0,18.6,0.0,E,0.8,Aotizhongxin
2013-06-20 23:00:00,91.0,102.0,41.1264,99.5705,,49.6944,24.3,1004.3,19.1,0.0,NNE,0.2,Aotizhongxin
2013-06-21 00:00:00,56.0,135.0,19.992,129.1337,,,23.0,1004.2,19.8,0.0,SSW,0.4,Aotizhongxin
2013-06-21 01:00:00,40.0,94.0,10.8528,98.7493,,,22.2,1004.0,19.6,0.0,ESE,0.2,Aotizhongxin
2013-06-21 02:00:00,38.0,98.0,9.7104,100.1864,,,21.8,1004.1,19.7,0.0,SSW,0.6,Aotizhongxin
2013-06-21 03:00:00,39.0,92.0,11.7096,105.7295,,,21.2,1004.0,19.3,0.0,ENE,0.6,Aotizhongxin
2013-06-21 04:00:00,41.0,99.0,11.424,94.6433,,,21.3,1004.4,19.8,0.0,SW,0.7,Aotizhongxin
2013-06-21 05:00:00,58.0,120.0,14.8512,95.6698,,,21.6,1004.8,19.9,0.0,SW,0.6,Aotizhongxin
2013-06-21 06:00:00,82.0,152.0,19.1352,95.6698,,,23.3,1004.8,20.6,0.0,W,0.4,Aotizhongxin
2013-06-21 07:00:00,48.0,110.0,14.5656,85.1995,,1.071,25.7,1005.0,19.6,0.0,NE,1.1,Aotizhongxin
2013-06-21 08:00:00,49.0,168.0,19.992,104.0871,,4.7124,27.2,1005.2,19.0,0.0,ENE,0.8,Aotizhongxin
2013-06-21 09:00:00,115.0,179.0,27.7032,98.7493,,45.1962,28.3,1005.0,18.7,0.0,WSW,0.9,Aotizhongxin
2013-06-21 10:00:00,98.0,106.0,27.9888,97.9281,,84.1806,29.3,1004.7,19.9,0.0,ENE,0.4,Aotizhongxin
2013-06-21 11:00:00,84.0,106.0,26.2752,93.0009,,119.5236,30.6,1004.4,18.7,0.0,WSW,1.5,Aotizhongxin
2013-06-21 12:00:00,64.0,104.0,20.8488,87.2525,,132.5898,29.7,1003.9,17.8,0.0,SSW,2.9,Aotizhongxin
2013-06-21 13:00:00,31.0,30.0,14.28,68.5702,,160.8642,28.7,1003.4,19.1,0.0,SW,2.9,Aotizhongxin
2013-06-21 14:00:00,21.0,94.0,5.1408,50.7091,,157.437,27.2,1003.0,19.3,0.0,SW,4.7,Aotizhongxin
2013-06-21 15:00:00,33.0,71.0,6.5688,53.378,,137.9448,27.0,1002.9,19.9,0.0,SW,2.8,Aotizhongxin
2013-06-21 16:00:00,57.0,97.0,12.2808,77.3981,,144.3708,26.9,1003.0,20.0,0.0,SW,2.6,Aotizhongxin
2013-06-21 17:00:00,56.0,171.0,8.8536,64.2589,,127.449,26.0,1002.6,19.6,0.0,SSW,2.1,Aotizhongxin
2013-06-21 18:00:00,56.0,171.0,9.1392,64.2589,,106.6716,25.5,1002.7,19.6,0.0,SW,2.0,Aotizhongxin
2013-06-21 19:00:00,55.0,64.0,8.2824,64.2589,,97.6752,25.4,1002.5,18.8,0.0,SW,2.8,Aotizhongxin
2013-06-21 20:00:00,41.0,47.0,4.8552,65.9013,,65.1168,25.2,1002.6,15.5,0.0,SW,3.6,Aotizhongxin
2013-06-21 21:00:00,24.0,47.0,2.856,51.9409,,83.3238,24.9,1003.3,15.5,0.0,SW,3.5,Aotizhongxin
2013-06-21 22:00:00,16.0,47.0,3.4272,53.1727,,79.0398,24.1,1003.7,16.9,0.0,SW,2.7,Aotizhongxin
2013-06-21 23:00:00,20.0,48.0,4.5696,55.0204,,75.1842,23.4,1003.5,17.4,0.0,SW,2.1,Aotizhongxin
2013-06-22 00:00:00,32.0,87.0,5.9976,54.1992,,72.1854,22.9,1003.7,17.8,0.0,SW,1.4,Aotizhongxin
2013-06-22 01:00:00,38.0,63.0,6.8544,54.4045,,71.5428,22.1,1003.2,18.3,0.0,NW,0.7,Aotizhongxin
2013-06-22 02:00:00,38.0,50.0,,62.8218,,60.1902,21.2,1002.8,18.4,0.0,E,0.2,Aotizhongxin
2013-06-22 03:00:00,35.0,51.0,5.1408,44.9607,,,21.1,1003.0,19.0,0.0,WSW,0.5,Aotizhongxin
2013-06-22 04:00:00,38.0,68.0,6.8544,,,16.2792,21.6,1003.4,18.2,0.0,WSW,1.8,Aotizhongxin
2013-06-22 05:00:00,47.0,99.0,5.9976,73.7027,,20.1348,20.7,1003.6,19.4,0.3,WSW,1.3,Aotizhongxin
2013-06-22 06:00:00,75.0,145.0,6.2832,59.3317,,35.9856,20.6,1004.2,19.8,0.7,SSE,0.4,Aotizhongxin
2013-06-22 07:00:00,94.0,109.0,5.4264,49.4773,,40.4838,20.7,1004.4,19.9,0.6,NE,1.3,Aotizhongxin
2013-06-22 08:00:00,90.0,91.0,3.9984,63.0271,,25.0614,20.5,1004.5,19.8,1.2,NE,1.8,Aotizhongxin
2013-06-22 09:00:00,74.0,91.0,3.1416,73.908,,2.3562,20.6,1004.3,19.9,0.6,NE,1.9,Aotizhongxin
2013-06-22 10:00:00,59.0,65.0,2.856,65.696,,8.3538,21.0,1004.0,20.5,1.0,N,1.4,Aotizhongxin
2013-06-22 11:00:00,53.0,66.0,1.9992,57.2787,,15.2082,21.0,1003.6,20.5,1.0,NNE,2.5,Aotizhongxin
2013-06-22 12:00:00,50.0,42.0,2.2848,54.6098,,24.4188,20.9,1003.1,20.1,0.1,NE,1.8,Aotizhongxin
2013-06-22 13:00:00,43.0,43.0,1.9992,52.3515,,38.1276,21.2,1002.4,20.2,0.2,NE,2.2,Aotizhongxin
2013-06-22 14:00:00,43.0,23.0,1.428,50.5038,,38.3418,21.6,1002.1,20.1,0.0,NE,1.3,Aotizhongxin
2013-06-22 15:00:00,31.0,23.0,1.428,46.8084,,37.0566,22.1,1002.0,20.2,0.0,NE,1.1,Aotizhongxin
2013-06-22 16:00:00,34.0,49.0,1.9992,44.7554,,39.627,22.2,1001.6,19.7,0.0,ENE,1.1,Aotizhongxin
2013-06-22 17:00:00,34.0,49.0,0.8568,52.7621,,46.9098,22.2,1001.3,19.7,0.0,NNE,1.0,Aotizhongxin
2013-06-22 18:00:00,59.0,44.0,3.4272,63.643,,36.8424,21.9,1001.5,19.8,0.0,NE,1.3,Aotizhongxin
2013-06-22 19:00:00,37.0,37.0,3.1416,61.1794,,41.1264,21.5,1001.8,19.2,0.0,WSW,1.5,Aotizhongxin
2013-06-22 20:00:00,53.0,119.0,2.856,91.5638,,,20.8,1002.3,19.1,0.0,W,1.2,Aotizhongxin
2013-06-22 21:00:00,50.0,52.0,1.428,87.4578,,,20.5,1002.2,19.2,0.0,N,0.0,Aotizhongxin
2013-06-22 22:00:00,48.0,52.0,2.2848,93.8221,,,20.4,1002.2,19.4,0.0,WNW,0.6,Aotizhongxin
2013-06-22 23:00:00,46.0,22.0,3.1416,82.12,,2.142,20.2,1001.8,19.4,0.0,N,0.1,Aotizhongxin
2013-06-23 00:00:00,47.0,75.0,2.5704,83.3518,,,20.3,1001.4,19.6,0.0,SW,0.7,Aotizhongxin
2013-06-23 01:00:00,50.0,75.0,4.5696,75.961,,,20.1,1001.4,19.4,0.0,SSW,0.5,Aotizhongxin
2013-06-23 02:00:00,62.0,57.0,11.424,83.3518,,,19.9,1000.5,19.4,0.0,N,0.1,Aotizhongxin
2013-06-23 03:00:00,70.0,68.0,14.5656,74.3186,,,19.8,1000.5,19.3,0.0,N,0.0,Aotizhongxin
2013-06-23 04:00:00,78.0,70.0,12.5664,54.6098,,21.8484,19.9,999.9,19.4,0.0,N,0.6,Aotizhongxin
2013-06-23 05:00:00,76.0,79.0,12.2808,66.7225,,5.7834,20.3,999.9,19.6,0.0,N,1.0,Aotizhongxin
2013-06-23 06:00:00,58.0,67.0,7.7112,80.8882,,,21.4,999.8,19.3,0.0,NNE,1.3,Aotizhongxin
2013-06-23 07:00:00,83.0,67.0,16.2792,73.4974,,,22.8,999.9,19.0,0.0,SW,0.8,Aotizhongxin
2013-06-23 08:00:00,80.0,76.0,15.1368,70.4179,,12.4236,25.5,999.7,18.4,0.0,E,0.9,Aotizhongxin
2013-06-23 09:00:00,67.0,17.0,11.9952,59.537,,41.3406,26.6,999.2,17.7,0.0,NW,0.6,Aotizhongxin
2013-06-23 10:00:00,58.0,39.0,15.4224,54.1992,,66.8304,28.4,998.7,17.6,0.0,NE,1.9,Aotizhongxin
2013-06-23 11:00:00,57.0,20.0,16.2792,50.5038,,94.0338,29.4,998.1,15.9,0.0,NW,1.4,Aotizhongxin
2013-06-23 12:00:00,57.0,11.0,9.996,38.8017,,130.2336,29.9,997.6,16.0,0.0,SSW,1.5,Aotizhongxin
2013-06-23 13:00:00,29.0,13.0,6.5688,42.0865,,158.2938,30.9,996.8,15.7,0.0,WNW,1.4,Aotizhongxin
2013-06-23 14:00:00,32.0,13.0,6.2832,48.6561,,185.0688,31.2,996.3,17.5,0.0,WSW,1.8,Aotizhongxin
2013-06-23 15:00:00,36.0,18.0,5.9976,50.7091,,209.0592,31.1,995.7,16.3,0.0,SW,1.3,Aotizhongxin
2013-06-23 16:00:00,40.0,85.0,6.8544,57.0734,,244.188,30.4,995.1,17.5,0.0,SSW,2.1,Aotizhongxin
2013-06-23 17:00:00,57.0,107.0,5.9976,73.0868,,261.5382,29.5,995.7,17.0,0.0,WSW,3.1,Aotizhongxin
2013-06-23 18:00:00,59.0,103.0,5.1408,57.8946,,254.2554,28.1,995.9,16.4,0.0,SW,2.2,Aotizhongxin
2013-06-23 19:00:00,56.0,78.0,5.4264,56.2522,,213.129,27.4,996.3,17.3,0.0,SW,2.2,Aotizhongxin
2013-06-23 20:00:00,47.0,60.0,4.5696,63.4377,,157.6512,27.0,997.1,18.3,0.0,SW,3.0,Aotizhongxin
2013-06-23 21:00:00,44.0,118.0,3.7128,68.1596,,123.5934,26.3,997.6,18.9,0.0,SW,2.0,Aotizhongxin
2013-06-23 22:00:00,61.0,96.0,5.1408,75.3451,,107.5284,25.8,997.4,18.7,0.0,SSW,1.8,Aotizhongxin
2013-06-23 23:00:00,64.0,93.0,4.284,63.2324,,116.5248,25.0,997.7,18.9,0.0,SW,1.6,Aotizhongxin
2013-06-24 00:00:00,73.0,109.0,6.5688,56.4575,,125.0928,24.0,997.8,18.9,0.0,WSW,0.9,Aotizhongxin
2013-06-24 01:00:00,64.0,81.0,4.8552,60.9741,,87.1794,22.2,996.8,18.8,0.0,SSE,1.2,Aotizhongxin
2013-06-24 02:00:00,49.0,64.0,5.4264,53.1727,,72.6138,21.8,997.3,19.0,0.0,SSW,0.8,Aotizhongxin
2013-06-24 03:00:00,37.0,42.0,4.5696,55.431,,66.402,21.2,996.9,18.8,0.0,SSW,0.2,Aotizhongxin
2013-06-24 04:00:00,40.0,53.0,4.8552,54.4045,,55.2636,20.9,997.2,19.2,0.0,N,1.2,Aotizhongxin
2013-06-24 05:00:00,50.0,79.0,4.284,83.9677,,21.42,21.4,997.6,19.3,0.0,N,1.3,Aotizhongxin
2013-06-24 06:00:00,55.0,103.0,4.8552,64.6695,,32.7726,22.7,998.0,20.0,0.0,NE,1.5,Aotizhongxin
2013-06-24 07:00:00,55.0,103.0,7.14,76.3716,,25.0614,23.7,998.1,20.2,0.0,N,1.5,Aotizhongxin
2013-06-24 08:00:00,209.0,281.0,9.996,85.1995,,25.0614,24.5,998.9,20.6,0.0,NNE,1.5,Aotizhongxin
2013-06-24 09:00:00,233.0,281.0,9.7104,72.6762,,53.55,24.9,997.9,20.6,0.0,ESE,0.6,Aotizhongxin
2013-06-24 10:00:00,192.0,182.0,9.7104,67.1331,,85.4658,27.0,997.7,20.6,0.0,NE,1.5,Aotizhongxin
2013-06-24 11:00:00,180.0,165.0,10.8528,64.4642,,117.1674,27.4,997.8,20.7,0.0,ESE,0.9,Aotizhongxin
2013-06-24 12:00:00,161.0,131.0,10.5672,61.59,,164.934,28.8,997.0,20.8,0.0,E,0.9,Aotizhongxin
2013-06-24 13:00:00,153.0,149.0,13.9944,57.6893,,188.9244,28.8,996.4,21.1,0.0,S,1.7,Aotizhongxin
2013-06-24 14:00:00,141.0,147.0,16.8504,58.3052,,202.419,29.3,995.8,21.8,0.0,SW,1.8,Aotizhongxin
2013-06-24 15:00:00,154.0,205.0,14.5656,55.0204,,215.4852,28.6,994.8,21.6,0.0,S,2.0,Aotizhongxin
2013-06-24 16:00:00,133.0,205.0,14.8512,54.4045,,205.8462,28.6,994.7,20.9,0.0,SW,2.2,Aotizhongxin
2013-06-24 17:00:00,120.0,117.0,15.1368,51.1197,,218.0556,28.5,994.8,21.0,0.0,SW,1.5,Aotizhongxin
2013-06-24 18:00:00,141.0,147.0,16.5648,52.9674,,216.7704,27.6,995.7,22.3,0.2,WSW,1.6,Aotizhongxin
2013-06-24 19:00:00,154.0,167.0,13.7088,56.2522,,209.2734,21.7,995.2,20.2,4.0,S,1.1,Aotizhongxin
2013-06-24 20:00:00,120.0,168.0,6.8544,44.9607,,164.2914,21.1,995.4,20.3,1.0,SE,1.7,Aotizhongxin
2013-06-24 21:00:00,36.0,29.0,1.9992,46.6031,,94.248,20.8,997.1,20.3,0.0,W,0.9,Aotizhongxin
2013-06-24 22:00:00,44.0,27.0,0.5712,45.5766,,90.1782,20.6,996.6,20.3,0.1,NE,2.0,Aotizhongxin
